4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
0 1 TRANS44061 tumblr_n9r5buI9cb1rf0r2eo1_500 What does the woman do before make a hand sign ?kiss	What does the woman do before make a hand sign ?raise a bottle	What does the woman do before make a hand sign ?straight face	What does the woman do before make a hand sign ?smile	What does the woman do before make a hand sign ?flip hair
4 0 TRANS10472 tumblr_nc4z54JieK1som6aeo1_250 What does the worker do after stand still ?starts walking	What does the worker do after stand still ?hug friends	What does the worker do after stand still ?cover mouth with hand	What does the worker do after stand still ?troll eye	What does the worker do after stand still ?cross arm
4 2 TRANS12427 tumblr_naidmtIv1H1twoe5do1_400 What does the kitten do before touch mouth ?stare left	What does the kitten do before touch mouth ?sing into microphone	What does the kitten do before touch mouth ?wave	What does the kitten do before touch mouth ?chew	What does the kitten do before touch mouth ?eat it out of hand
0 4 TRANS42416 tumblr_nh6u5hYl8H1u6njy9o1_250 What does the woman do after stretch hands ?point something with finger	What does the woman do after stretch hands ?open mouth wide	What does the woman do after stretch hands ?close	What does the woman do after stretch hands ?run	What does the woman do after stretch hands ?shake hips
4 3 TRANS53955 tumblr_nfcce89zzc1tubwqbo1_400 What do the singer who wears a white cloth do before push another singer ?open mouth	What do the singer who wears a white cloth do before push another singer ?point	What do the singer who wears a white cloth do before push another singer ?run to storefront	What do the singer who wears a white cloth do before push another singer ?sing and dance	What do the singer who wears a white cloth do before push another singer ?push
2 3 TRANS7920 tumblr_nc0bml1h561t7io47o1_250 What does the dog do after look at mailman ?claw the man's shoe	What does the dog do after look at mailman ?wink	What does the dog do after look at mailman ?bend over	What does the dog do after look at mailman ?have mail place in mouth	What does the dog do after look at mailman ?lick lips
2 3 TRANS24713 tumblr_nhum3oocm21u662zbo1_400 What does the toy truck do before put ketchup to food ?kiss boy	What does the toy truck do before put ketchup to food ?smile	What does the toy truck do before put ketchup to food ?lick lips	What does the toy truck do before put ketchup to food ?drive	What does the toy truck do before put ketchup to food ?pose
4 0 TRANS19379 tumblr_ncipuyvQXg1sw0xulo1_400 What does the woman do before smile ?show heart finger	What does the woman do before smile ?land to a board	What does the woman do before smile ?dip finger in food substance	What does the woman do before smile ?hug girl	What does the woman do before smile ?lick lips
4 3 TRANS34643 tumblr_n9535qdmnf1tyyv4yo1_400 What does the man do before jump ?lean forward	What does the man do before jump ?point at the camera	What does the man do before jump ?drop pot	What does the man do before jump ?sing	What does the man do before jump ?run
1 4 TRANS21413 tumblr_nr4yfgSIEU1u7r745o1_500 What does the man do before swing hair ?bottom of hill	What does the man do before swing hair ?point finger	What does the man do before swing hair ?lower a microphone	What does the man do before swing hair ?shift to left	What does the man do before swing hair ?sing
0 1 TRANS41547 tumblr_nabwvrGgUt1rmv3nuo1_500 What does the man do before smile ?kiss a girl	What does the man do before smile ?carry	What does the man do before smile ?smile	What does the man do before smile ?kick it away	What does the man do before smile ?spin in circle
4 1 TRANS51846 tumblr_nk1o4wrz6A1t1d43io1_500 What does the woman do after make a peace sign ?smile	What does the woman do after make a peace sign ?raise hand	What does the woman do after make a peace sign ?touch beard	What does the woman do after make a peace sign ?pick up stick	What does the woman do after make a peace sign ?stick middle finger up
1 2 TRANS34379 tumblr_nc4otb65m71rmiij7o1_500 What does the woman do before flip hair ?speak	What does the woman do before flip hair ?talk	What does the woman do before flip hair ?swing arm	What does the woman do before flip hair ?disappear into a robot	What does the woman do before flip hair ?hide behind a toy
3 2 TRANS39844 tumblr_noagkbLLFO1rz4xj6o1_1280 What does the guy on left do after high five with another guy ?swing guitar	What does the guy on left do after high five with another guy ?lift arm	What does the guy on left do after high five with another guy ?talk	What does the guy on left do after high five with another guy ?flip page	What does the guy on left do after high five with another guy ?roll over
1 2 TRANS39476 tumblr_njvt58aRya1u9uafoo1_400 What does the man do after sleep ?step back	What does the man do after sleep ?hit screen	What does the man do after sleep ?wear a sunglass	What does the man do after sleep ?raise eyebrows	What does the man do after sleep ?open mouth
2 0 TRANS27623 tumblr_nft6vgUozT1u4gnp8o1_400 What does the man do before point again ?point at camera and put hand down	What does the man do before point again ?kiss a man	What does the man do before point again ?sing	What does the man do before point again ?lick paw	What does the man do before point again ?dance
0 3 TRANS30330 tumblr_neyg4g5FNn1sh32sgo1_400 What does the guy with long hair do after turn around ?embrace a man	What does the guy with long hair do after turn around ?dance	What does the guy with long hair do after turn around ?lean in	What does the guy with long hair do after turn around ?blow heart	What does the guy with long hair do after turn around ?sing
0 1 TRANS38073 tumblr_ni11vxPmR71stuueeo1_400 What does the woman do before smoke cigarette ?shake hair	What does the woman do before smoke cigarette ?open mouth	What does the woman do before smoke cigarette ?spin	What does the woman do before smoke cigarette ?laugh	What does the woman do before smoke cigarette ?pretend to bite the doll
3 0 TRANS37036 tumblr_ngcdhqJX4R1tp6wqio1_500 What does the rabbit do after lay down ?roll around	What does the rabbit do after lay down ?close mouth	What does the rabbit do after lay down ?speak	What does the rabbit do after lay down ?walk away	What does the rabbit do after lay down ?looking up
3 0 TRANS34742 tumblr_nn0wlydgs81spn3uuo1_1280 What does the guy in jacket do after pose for picture ?laugh	What does the guy in jacket do after pose for picture ?reach out arm	What does the guy in jacket do after pose for picture ?slide off onto dirt	What does the guy in jacket do after pose for picture ?step back	What does the guy in jacket do after pose for picture ?open mouth
4 3 TRANS29741 tumblr_ncce6eafkp1qkbofio1_400 What does the left man do before walk away ?fight over prey with another dragon	What does the left man do before walk away ?chase hockey player in white	What does the left man do before walk away ?ride a motocycle	What does the left man do before walk away ?touch man	What does the left man do before walk away ?pose for a picture
4 3 TRANS45674 tumblr_ngw762RrkF1u4dor7o1_1280 What does the man in red and black shirt do after lean forward ?smile	What does the man in red and black shirt do after lean forward ?kiss hand	What does the man in red and black shirt do after lean forward ?straight face	What does the man in red and black shirt do after lean forward ?raise up	What does the man in red and black shirt do after lean forward ?flip onto the ground
4 2 TRANS12206 tumblr_nie80c2ukN1tfcayso1_250 What does the woman do after look at president snow ?raise head up	What does the woman do after look at president snow ?please	What does the woman do after look at president snow ?burst into flame	What does the woman do after look at president snow ?talk into microphone	What does the woman do after look at president snow ?pet dog
2 1 TRANS7484 tumblr_nqlw0r5pkk1r0rbcso1_500 What does the man do after look away ?stare forward	What does the man do after look away ?block the light with hand	What does the man do after look away ?speak	What does the man do after look away ?wink	What does the man do after look away ?dance
4 3 TRANS8363 tumblr_noch808AgN1s5t003o1_400 What does the person with black hair and yellow stick do before start to wave the stick in the air ?wink	What does the person with black hair and yellow stick do before start to wave the stick in the air ?nod head	What does the person with black hair and yellow stick do before start to wave the stick in the air ?crossing hands	What does the person with black hair and yellow stick do before start to wave the stick in the air ?have hand with the stick in the air	What does the person with black hair and yellow stick do before start to wave the stick in the air ?yell
0 3 TRANS9734 tumblr_nq3v8xGPoV1ut5xuho1_250 What does the woman do after point at camera ?sway head from side to side	What does the woman do after point at camera ?wink	What does the woman do after point at camera ?chew food	What does the woman do after point at camera ?life an eyebrow	What does the woman do after point at camera ?bow head
