0 1 TRANS24492 tumblr_nbjsyhLncl1tujnioo1_500 What does the man do after look serious ?step back	What does the man do after look serious ?drink from a glass	What does the man do after look serious ?wave hand around	What does the man do after look serious ?slide on two wheels	What does the man do after look serious ?cross road
2 4 TRANS46943 tumblr_n9orznkSQa1sorauco1_400 What does the man in red shirt do before keep arm up ?lay down	What does the man in red shirt do before keep arm up ?kiss with another person	What does the man in red shirt do before keep arm up ?walk towards man	What does the man in red shirt do before keep arm up ?kick leg	What does the man in red shirt do before keep arm up ?fix collar
0 4 TRANS57827 tumblr_n8u22czhaM1s8uww1o1_500 What does the woman do before turn toward camera ?look at a woman	What does the woman do before turn toward camera ?smile	What does the woman do before turn toward camera ?pick up a bottle	What does the woman do before turn toward camera ?stick out tongue	What does the woman do before turn toward camera ?raise hand to face
3 4 TRANS30762 tumblr_ncucg1HZfU1twn2sfo1_400 What does the man do after raise hand ?scream	What does the man do after raise hand ?bite the broccoli	What does the man do after raise hand ?sing	What does the man do after raise hand ?drink	What does the man do after raise hand ?step back
1 2 TRANS3086 tumblr_no4ptzwyDv1qm9n8co1_400 What does the male singer with long hair do after sing ?nod	What does the male singer with long hair do after sing ?strum guitar	What does the male singer with long hair do after sing ?turn head	What does the male singer with long hair do after sing ?wear sunglasses	What does the male singer with long hair do after sing ?frown
4 3 TRANS45673 tumblr_ngw762RrkF1u4dor7o1_1280 What does the man in red and black shirt do before raise up ?place a cat on the table	What does the man in red and black shirt do before raise up ?stop kiss	What does the man in red and black shirt do before raise up ?wait for wave	What does the man in red and black shirt do before raise up ?lean forward	What does the man in red and black shirt do before raise up ?catch the ball
4 2 TRANS32465 tumblr_nhnngcB3Zn1thtmfro1_400 What does the lady do before walk away ?run toward a man	What does the lady do before walk away ?play guitar	What does the lady do before walk away ?stare	What does the lady do before walk away ?raise arm	What does the lady do before walk away ?carry a bomb
1 0 TRANS21426 tumblr_nkv5iz7KVL1unu56do1_400 What does the man do after sit ?eat rib	What does the man do after sit ?wave one arm	What does the man do after sit ?cover mouth with hand	What does the man do after sit ?bow head	What does the man do after sit ?nod head
1 2 TRANS6711 tumblr_nhwa4g9HTq1u5fqz8o1_400 What does the person do before run it across the skin ?smile and lower hand	What does the person do before run it across the skin ?inhale smoke	What does the person do before run it across the skin ?lower the gun	What does the person do before run it across the skin ?kiss girl	What does the person do before run it across the skin ?pout lips
2 0 TRANS13067 tumblr_ndnukojLjK1sx7rvmo1_400 What does the girl do before put down hand ?shake hand over the head	What does the girl do before put down hand ?on track	What does the girl do before put down hand ?open hand	What does the girl do before put down hand ?cover face	What does the girl do before put down hand ?feed cake
0 4 TRANS10599 tumblr_n90yom2NWg1szry4lo1_400 What does the woman do before open mouth ?band body a little blit	What does the woman do before open mouth ?dance	What does the woman do before open mouth ?clap	What does the woman do before open mouth ?passionate	What does the woman do before open mouth ?freeze
4 2 TRANS23708 tumblr_ne5tajXGD81sw8yzwo1_500 What does the man do after look straight ahead ?walk away	What does the man do after look straight ahead ?calm face	What does the man do after look straight ahead ?cover face with hand	What does the man do after look straight ahead ?cheer	What does the man do after look straight ahead ?lean forward
2 3 TRANS34352 tumblr_nca11jFXRI1qhb3vzo1_500 What does the drummer do after stare ?disappear	What does the drummer do after stare ?open mouth	What does the drummer do after stare ?hide	What does the drummer do after stare ?beat drum	What does the drummer do after stare ?slide down stairs
0 4 TRANS42416 tumblr_nh6u5hYl8H1u6njy9o1_250 What does the woman do after stretch hands ?point something with finger	What does the woman do after stretch hands ?open mouth wide	What does the woman do after stretch hands ?close	What does the woman do after stretch hands ?run	What does the woman do after stretch hands ?shake hips
1 3 TRANS2065 tumblr_nfyzrocl1g1tl7chxo1_400 What does the man do before smile ?moonwalk	What does the man do before smile ?slam hand on table	What does the man do before smile ?remove blindfold	What does the man do before smile ?still	What does the man do before smile ?hug a fan
3 1 TRANS11862 tumblr_nedri9dH3Q1u2sl2ko1_250 What does the woman do after adjust hair ?talk	What does the woman do after adjust hair ?lower hand	What does the woman do after adjust hair ?stare	What does the woman do after adjust hair ?smile	What does the woman do after adjust hair ?crash on track
3 0 TRANS4557 tumblr_n9couvqSnM1tu91qto1_250 What does the man do before shake hand ?pound fist	What does the man do before shake hand ?skid off track	What does the man do before shake hand ?peer from behind a stage prop	What does the man do before shake hand ?dismiss	What does the man do before shake hand ?pout
0 2 TRANS39604 tumblr_nd321grlU71tsxw1zo1_400 What does the girl do after run ?kiss	What does the girl do after run ?draw	What does the girl do after run ?slow down	What does the girl do after run ?head straight	What does the girl do after run ?lift head
4 1 TRANS36528 tumblr_nnzz2eyFYT1tvo8x5o1_500 What does the man do after ride in back seat ?lift arm	What does the man do after ride in back seat ?shoot confetti	What does the man do after ride in back seat ?lean	What does the man do after ride in back seat ?step forward	What does the man do after ride in back seat ?wake up
4 3 TRANS23358 tumblr_nbuwnkT1vH1rwppz1o1_250 What does the man do after turn body ?blink	What does the man do after turn body ?talk	What does the man do after turn body ?scream	What does the man do after turn body ?cross arm	What does the man do after turn body ?sleep
1 2 TRANS23356 tumblr_ncxek2fXqk1r3lx9qo1_400 What does the man do after rock hips ?in air	What does the man do after rock hips ?run	What does the man do after rock hips ?clap hand	What does the man do after rock hips ?on	What does the man do after rock hips ?appear to a guy in hat
4 2 TRANS37297 tumblr_nariz0niLN1tbdnaro1_500 What does the boy in red do before run away ?talk	What does the boy in red do before run away ?raise arm	What does the boy in red do before run away ?light newspaper	What does the boy in red do before run away ?pretend to sip drink	What does the boy in red do before run away ?kick a bottle
4 2 TRANS41670 tumblr_ngjlp5kgcv1tehdato1_400 What does the woman do after look left ?step up	What does the woman do after look left ?raise hand	What does the woman do after look left ?spit	What does the woman do after look left ?lift legs	What does the woman do after look left ?fall to ground
4 3 TRANS35690 tumblr_nc47bdxzrD1taknwvo1_500 What does the person on left do after lift hand up ?step back	What does the person on left do after lift hand up ?reach forward	What does the person on left do after lift hand up ?slide down	What does the person on left do after lift hand up ?laugh	What does the person on left do after lift hand up ?open mouth
3 2 TRANS45261 tumblr_ng8o1nWNXz1u5segmo1_400 What does the man do before open mouth ?run towards each other	What does the man do before open mouth ?raise above head	What does the man do before open mouth ?stare at camera	What does the man do before open mouth ?place food in pan	What does the man do before open mouth ?step back point smile
4 3 TRANS29635 tumblr_nmx7mzCAES1rfvkblo1_400 What does the man wearing a jacket do before raise head ?chase a bird	What does the man wearing a jacket do before raise head ?hit other hamster	What does the man wearing a jacket do before raise head ?play the drum	What does the man wearing a jacket do before raise head ?lean with head back	What does the man wearing a jacket do before raise head ?watch other talk
2 4 TRANS52128 tumblr_np4dquZO101u4oerso1_500 What does the woman do after touch head ?stick out tongue	What does the woman do after touch head ?smile	What does the woman do after touch head ?touch man's neck	What does the woman do after touch head ?pick it up	What does the woman do after touch head ?raise arm
0 2 TRANS32508 tumblr_nq8fk2Lw021u6hup1o1_400 What does the man do after propose ?slide to a stop	What does the man do after propose ?dance	What does the man do after propose ?get wash away by wave	What does the man do after propose ?lift by other men	What does the man do after propose ?lean backward against wall
2 1 TRANS29031 tumblr_ndadrh4sIT1sjbkgto1_500 What does the second man do before throw hand up ?smile	What does the second man do before throw hand up ?push man	What does the second man do before throw hand up ?sing a song	What does the second man do before throw hand up ?dance side to side	What does the second man do before throw hand up ?smoke a cigarette
